
8 4 512 0.000013 2.600056
8 8 512 0.000009 7.336338
8 12 512 0.000016 6.063662
8 16 512 0.000027 4.807701
8 20 512 0.000047 3.497797
8 24 512 0.000099 1.994581
8 28 512 0.000361 0.635461
16 4 512 0.000019 3.493352
16 8 512 0.000013 9.769789
16 12 512 0.000051 3.864444
16 16 512 0.000246 1.067413
24 4 512 0.000022 4.505210
24 8 512 0.000036 5.490311
24 12 512 0.000249 1.183373
32 4 512 0.000027 4.866431
32 8 512 0.000080 3.284154
40 4 512 0.000027 6.025487
40 8 512 0.000278 1.179906
48 4 512 0.000042 4.659948
