
8 4 512 0.000013 2.556005
8 8 512 0.000009 7.314279
8 12 512 0.000015 6.376790
8 16 512 0.000027 4.827713
8 20 512 0.000047 3.518897
8 24 512 0.000101 1.948636
8 28 512 0.000362 0.632835
16 4 512 0.000017 3.791524
16 8 512 0.000013 10.169176
16 12 512 0.000049 4.015767
16 16 512 0.000245 1.069147
24 4 512 0.000020 4.841104
24 8 512 0.000036 5.401448
24 12 512 0.000249 1.183273
32 4 512 0.000025 5.283269
32 8 512 0.000082 3.182710
40 4 512 0.000026 6.370878
40 8 512 0.000278 1.180709
48 4 512 0.000039 5.054327
