
8 4 512 0.000013 2.579947
8 8 512 0.000009 7.634649
8 12 512 0.000015 6.347926
8 16 512 0.000027 4.847507
8 20 512 0.000047 3.505041
8 24 512 0.000101 1.946884
8 28 512 0.000363 0.632125
16 4 512 0.000018 3.670863
16 8 512 0.000014 9.655341
16 12 512 0.000049 3.987109
16 16 512 0.000247 1.062688
24 4 512 0.000021 4.769757
24 8 512 0.000036 5.396005
24 12 512 0.000248 1.187395
32 4 512 0.000023 5.681291
32 8 512 0.000081 3.238344
40 4 512 0.000025 6.661511
40 8 512 0.000278 1.180420
48 4 512 0.000039 5.049778
