
8 4 512 0.000013 2.601877
8 8 512 0.000026 2.532993
8 12 512 0.000043 2.306306
8 16 512 0.000059 2.218135
8 20 512 0.000094 1.746863
8 24 512 0.000146 1.349079
8 28 512 0.000215 1.067327
16 4 512 0.000019 3.527015
16 8 512 0.000035 3.793800
16 12 512 0.000068 2.893502
16 16 512 0.000271 0.966530
24 4 512 0.000023 4.225944
24 8 512 0.000050 3.968592
24 12 512 0.000267 1.105558
32 4 512 0.000027 4.883072
32 8 512 0.000093 2.807914
40 4 512 0.000027 5.966734
40 8 512 0.000291 1.125175
48 4 512 0.000043 4.609158
