
8 4 512 0.000013 2.601483
8 8 512 0.000009 7.336534
8 12 512 0.000015 6.471167
8 16 512 0.000027 4.847336
8 20 512 0.000047 3.498171
8 24 512 0.000098 2.004852
8 28 512 0.000361 0.635443
16 4 512 0.000018 3.574346
16 8 512 0.000013 10.038452
16 12 512 0.000050 3.927594
16 16 512 0.000249 1.052090
24 4 512 0.000022 4.412779
24 8 512 0.000036 5.450430
24 12 512 0.000248 1.188356
32 4 512 0.000024 5.393464
32 8 512 0.000079 3.301569
40 4 512 0.000026 6.351388
40 8 512 0.000279 1.173542
48 4 512 0.000043 4.621739
